instance,group,n,p,seed,grasp_cost,vnd_cost,final_cost,ils_iterations,ils_improvements,ils_stop_reason,cs_po_triggers,cs_po_improvements,cs_po_total_gain,cs_ils_promotions,time_grasp_s,time_vnd_s,time_ils_s,time_total_s,status
pr2392_150.txt,pr2392,,150,48,802941.5263,781401.4897,717600.3725,140,25,iter_limit,17,9,27807.7618,9,1.1637,5.6354,611.3651,618.1642,OK
pr2392_300.txt,pr2392,,300,48,532298.5635,504072.9649,462732.7517,252,28,iter_limit,31,16,30890.1883,15,1.8621,23.8586,1890.5585,1916.2792,OK
pr2392_500.txt,pr2392,,500,48,405812.1494,350738.4551,318487.4436,244,54,iter_limit,30,16,18410.8749,15,3.7925,90.3437,2150.9193,2245.0556,OK
rl1304_010.txt,rl1304,,10,48,2223475.8140,2214204.5624,2147392.7092,195,19,iter_limit,17,6,2532.9152,4,0.1329,0.2781,188.8439,189.2549,OK
rl1304_050.txt,rl1304,,50,48,883632.6785,853987.9754,809788.3716,130,6,iter_limit,13,3,9500.9947,3,0.2042,0.7676,98.5972,99.5690,OK
rl1304_100.txt,rl1304,,100,48,559665.2920,553076.1514,502807.1271,116,18,iter_limit,14,7,26585.0650,7,0.2741,0.4871,221.0273,221.7885,OK
rl1304_200.txt,rl1304,,200,48,344493.7960,310979.7338,282005.0553,116,23,iter_limit,14,7,16308.4772,7,0.4645,5.7931,542.4765,548.7341,OK
rl1304_300.txt,rl1304,,300,48,279907.2407,220482.7004,193006.0910,220,30,iter_limit,27,12,16493.8730,12,0.7900,17.1111,1100.4424,1118.3435,OK
u724_010.txt,u724,,10,48,186692.6019,186692.6019,181793.9135,90,7,iter_limit,5,1,358.5105,1,0.0229,0.0125,9.5161,9.5515,OK
u724_030.txt,u724,,30,48,100182.6346,100182.6346,95502.3308,92,5,iter_limit,9,2,3377.2898,2,0.0318,0.0128,13.7288,13.7734,OK
u724_075.txt,u724,,75,48,60719.7347,59334.8964,55143.9233,116,12,iter_limit,14,5,2431.1730,4,0.0485,0.1687,87.1109,87.3281,OK
u724_125.txt,u724,,125,48,43939.0930,41784.2160,39078.0846,144,16,iter_limit,18,6,1675.5324,5,0.0966,0.9352,197.1750,198.2068,OK
u724_200.txt,u724,,200,48,35516.3989,30657.0541,28156.2735,196,17,iter_limit,24,6,1752.4240,5,0.1368,4.0077,569.6782,573.8227,OK
ali535_005.txt,ali535,,5,49,10160.3124,10160.3124,9956.7698,86,5,iter_limit,6,3,7.0109,1,0.0107,0.0069,10.7715,10.7892,OK
ali535_025.txt,ali535,,25,49,3913.3643,3893.9386,3713.7696,140,6,iter_limit,14,3,54.4561,3,0.0291,0.0489,22.6282,22.7062,OK
ali535_050.txt,ali535,,50,49,2728.2717,2691.9033,2499.6137,168,13,iter_limit,19,6,90.6721,6,0.0241,0.0977,109.4894,109.6112,OK
ali535_100.txt,ali535,,100,49,2084.9586,1798.7370,1456.9783,209,21,iter_limit,26,5,133.2596,4,0.0565,0.7082,441.2593,442.0239,OK
ali535_150.txt,ali535,,150,49,1752.0454,1275.5146,1048.2297,175,25,iter_limit,21,8,126.1187,7,0.0631,2.3255,645.4028,647.7915,OK
fnl4461_0020.txt,fnl4461,,20,49,1329064.7705,1314770.3800,1286503.3684,132,13,iter_limit,13,3,2088.2992,2,4.1245,0.9809,510.9625,516.0681,OK
fnl4461_0100.txt,fnl4461,,100,49,572463.5758,572407.7504,554594.2222,244,25,iter_limit,30,11,3444.8401,10,4.7203,1.2364,1781.3124,1787.2692,OK
fnl4461_0250.txt,fnl4461,,250,49,366237.5759,363901.6646,344891.8969,260,38,iter_limit,32,17,9432.3907,14,6.6430,16.6980,2218.7624,2242.1035,OK
fnl4461_0500.txt,fnl4461,,500,49,255532.8046,248747.4844,230172.3904,275,54,time_limit,34,17,10752.0987,15,11.2196,130.8108,3607.2228,3749.2533,OK
fnl4461_1000.txt,fnl4461,,1000,49,182183.3087,162361.3496,149082.0741,178,65,time_limit,22,15,7880.3823,14,25.1595,556.1388,3607.0916,4188.3900,OK
lin318_005.txt,lin318,,5,49,181992.4091,181992.4091,180281.2051,76,4,iter_limit,4,1,141.2891,1,0.0066,0.0024,11.1073,11.1164,OK
lin318_015.txt,lin318,,15,49,96190.4849,92516.7880,88901.5631,138,12,iter_limit,12,5,1370.0139,3,0.0060,0.0087,23.1555,23.1703,OK
lin318_040.txt,lin318,,40,49,55741.4791,53349.7262,48278.4787,125,12,iter_limit,14,5,881.6724,5,0.0061,0.0295,24.3607,24.3963,OK
lin318_070.txt,lin318,,70,49,43737.6703,34669.1493,32368.2554,204,17,iter_limit,25,8,714.6934,5,0.0144,0.2264,246.2594,246.5002,OK
lin318_100.txt,lin318,,100,49,39226.0102,25521.9512,23243.7466,92,13,iter_limit,11,1,499.0512,1,0.0259,0.5016,415.3233,415.8508,OK
p3038_1000.dat,p3038,,1000,49,111264.1248,93163.6591,86905.9653,231,59,time_limit,28,19,3368.8945,14,21.3048,438.8206,3602.2193,4062.3447,OK
p3038_600.dat,p3038,,600,49,144728.9811,134888.5944,124306.2769,348,55,time_limit,43,22,7009.8500,21,6.1171,145.7385,3604.2198,3756.0755,OK
p3038_700.dat,p3038,,700,49,134544.0423,122838.2662,111345.1662,260,54,iter_limit,32,16,6983.4244,15,9.2962,170.6316,3206.5762,3386.5040,OK
p3038_800.dat,p3038,,800,49,127776.0895,111419.2072,101996.0528,180,37,iter_limit,22,10,5503.6667,9,12.0197,273.9557,2472.2077,2758.1832,OK
p3038_900.dat,p3038,,900,49,119044.8682,101858.1278,94424.4312,204,57,iter_limit,25,15,4051.0614,14,15.9178,459.0249,2956.7919,3431.7347,OK
pr2392_020.txt,pr2392,,20,49,2275774.3216,2275774.3216,2230356.8815,143,12,iter_limit,13,4,3321.9332,4,0.4958,0.1334,334.5413,335.1706,OK
pr2392_075.txt,pr2392,,75,49,1201927.7451,1186774.5772,1098957.2608,189,18,iter_limit,23,8,36969.0200,7,1.2300,3.8058,410.7896,415.8255,OK
pr2392_150.txt,pr2392,,150,49,822452.9584,801897.9042,719689.7305,164,32,iter_limit,20,12,31418.3038,12,1.4058,8.9153,744.8460,755.1672,OK
pr2392_300.txt,pr2392,,300,49,546545.9943,518687.2546,463726.8037,204,39,iter_limit,25,15,23238.2845,15,1.9795,30.3676,1500.9505,1533.2978,OK
pr2392_500.txt,pr2392,,500,49,414556.2953,361219.6179,319422.9459,324,50,iter_limit,40,18,14548.6101,17,3.6270,101.4218,2937.5066,3042.5555,OK
rl1304_010.txt,rl1304,,10,49,2173160.8966,2157613.0917,2146896.8051,158,12,iter_limit,13,6,9054.1209,3,0.1719,0.6289,128.5433,129.3442,OK
rl1304_050.txt,rl1304,,50,49,881054.7666,866098.2810,806145.6479,110,9,iter_limit,11,4,26888.5341,4,0.1837,0.1281,96.7817,97.0935,OK
rl1304_100.txt,rl1304,,100,49,573850.2459,553341.3261,502836.5498,196,18,iter_limit,24,8,19321.9865,8,0.2462,1.5654,273.8871,275.6987,OK
rl1304_200.txt,rl1304,,200,49,347645.0262,314353.7605,280346.8044,196,26,iter_limit,24,11,12524.2121,11,0.4674,5.0459,882.7958,888.3091,OK
rl1304_300.txt,rl1304,,300,49,270939.4638,215799.1435,195312.3719,108,19,iter_limit,13,4,10089.4712,4,0.7672,14.9095,564.6364,580.3131,OK
u724_010.txt,u724,,10,49,183932.1776,183932.1776,181778.6394,102,8,iter_limit,8,4,881.6493,2,0.0346,0.0130,14.8788,14.9264,OK
u724_030.txt,u724,,30,49,104819.4291,103765.6832,95249.1614,198,17,iter_limit,22,8,1988.7793,8,0.0432,0.0433,85.3542,85.4408,OK
u724_075.txt,u724,,75,49,61040.2988,58366.5121,55022.4734,236,16,iter_limit,29,10,2688.3184,9,0.0537,0.2343,108.8339,109.1220,OK
u724_125.txt,u724,,125,49,47083.0369,43677.8244,39453.1109,116,17,iter_limit,14,4,2708.5427,4,0.1086,1.0535,188.6372,189.7993,OK
u724_200.txt,u724,,200,49,36954.2107,29662.1686,28282.9767,148,15,iter_limit,18,6,971.5410,6,0.1841,4.5518,567.0478,571.7837,OK
ali535_005.txt,ali535,,5,50,10048.3333,10004.4554,9956.7698,73,2,iter_limit,6,2,33.9871,1,0.0169,0.0144,23.2407,23.2720,OK
ali535_025.txt,ali535,,25,50,3917.5933,3903.8482,3718.7645,87,8,iter_limit,6,1,58.2241,1,0.0213,0.0539,9.5693,9.6445,OK
ali535_050.txt,ali535,,50,50,2799.2321,2796.9147,2515.3704,93,8,iter_limit,10,3,118.6366,3,0.0234,0.0596,320.7793,320.8623,OK
ali535_100.txt,ali535,,100,50,1947.5252,1576.6620,1455.0487,150,16,iter_limit,18,6,31.7756,5,0.0385,0.7930,259.1514,259.9828,OK
ali535_150.txt,ali535,,150,50,1845.8117,1181.4437,1044.5964,188,24,iter_limit,23,12,44.5031,7,0.0673,1.9362,896.7184,898.7220,OK
fnl4461_0020.txt,fnl4461,,20,50,1316059.5405,1313786.3031,1284912.6366,236,15,iter_limit,26,7,3172.3314,7,3.5902,0.7022,1177.5199,1181.8124,OK
fnl4461_0100.txt,fnl4461,,100,50,572031.2551,571952.1012,554788.8252,174,17,iter_limit,21,9,9615.3151,9,4.1085,1.1544,1393.6914,1398.9543,OK
fnl4461_0250.txt,fnl4461,,250,50,363987.8792,360548.2224,340207.1890,188,33,iter_limit,23,16,15544.2423,13,7.2592,25.4090,2070.0646,2102.7329,OK
fnl4461_0500.txt,fnl4461,,500,50,252281.0969,247387.5660,228721.7615,204,39,iter_limit,25,15,13333.3795,14,11.1953,86.7593,2646.0796,2744.0344,OK
fnl4461_1000.txt,fnl4461,,1000,50,187148.1798,166105.0502,151241.1743,172,74,time_limit,21,13,6195.6829,12,27.2115,649.9646,3608.1295,4285.3058,OK
lin318_005.txt,lin318,,5,50,182454.9363,182454.9363,180281.2051,72,4,iter_limit,5,1,197.0978,1,0.0058,0.0024,13.5824,13.5905,OK
lin318_015.txt,lin318,,15,50,99159.2174,99159.2174,88901.5631,114,9,iter_limit,9,3,4831.9320,1,0.0055,0.0029,45.0188,45.0272,OK
lin318_040.txt,lin318,,40,50,55994.2324,51808.4702,48072.0217,118,10,iter_limit,14,6,1383.3366,6,0.0121,0.0472,125.1798,125.2392,OK
lin318_070.txt,lin318,,70,50,44297.0309,34382.8890,32327.6125,503,28,iter_limit,62,7,122.8739,7,0.0177,0.1935,440.8214,441.0327,OK
lin318_100.txt,lin318,,100,50,38636.5556,24835.1783,23179.5279,157,16,iter_limit,19,9,263.9982,1,0.0258,0.3831,573.7072,574.1161,OK
p3038_1000.dat,p3038,,1000,50,108610.0093,93863.7747,87416.4879,252,80,time_limit,31,17,3497.6369,15,18.3225,424.9676,3611.1632,4054.4534,OK
p3038_600.dat,p3038,,600,50,145705.5278,133578.6319,125490.2263,282,38,iter_limit,35,13,4100.8456,8,6.6713,131.9608,3269.7889,3408.4211,OK
p3038_700.dat,p3038,,700,50,132743.7873,120679.6243,111170.9801,300,50,time_limit,37,21,6731.1969,20,9.4890,200.8867,3604.1069,3814.4827,OK
p3038_800.dat,p3038,,800,50,123763.0147,109858.7201,101455.0286,256,46,time_limit,32,16,5874.3387,16,10.1872,213.1743,3601.5522,3824.9138,OK
p3038_900.dat,p3038,,900,50,116455.0905,100998.4556,93977.8159,172,36,iter_limit,21,12,5375.4453,12,13.0983,314.7806,2566.4449,2894.3239,OK
pr2392_020.txt,pr2392,,20,50,2305413.1693,2305413.1693,2232227.3368,168,13,iter_limit,17,2,4045.3590,2,0.6070,0.1384,373.6310,374.3764,OK
pr2392_075.txt,pr2392,,75,50,1156326.1825,1151162.9443,1100340.3229,221,14,iter_limit,27,7,28515.4571,6,0.6144,1.8061,483.4082,485.8288,OK
pr2392_150.txt,pr2392,,150,50,788394.6630,779071.6662,722624.9135,212,24,iter_limit,26,11,20764.9296,11,0.8908,4.7355,907.4986,913.1249,OK
pr2392_300.txt,pr2392,,300,50,533433.7374,502673.7040,462550.6504,252,34,iter_limit,31,17,31048.9147,17,1.9685,32.3127,1830.3587,1864.6400,OK
pr2392_500.txt,pr2392,,500,50,391858.0509,349869.7229,320218.6708,212,34,iter_limit,26,17,19764.7347,17,3.6335,76.3677,1857.1248,1937.1261,OK
rl1304_010.txt,rl1304,,10,50,2172529.4496,2165655.8105,2147861.2970,292,15,iter_limit,31,13,13510.7741,4,0.1855,0.2383,293.8196,294.2435,OK
rl1304_050.txt,rl1304,,50,50,860907.1784,854919.2928,808803.6724,171,21,iter_limit,18,9,16816.4389,9,0.2261,0.3688,271.5964,272.1914,OK
rl1304_100.txt,rl1304,,100,50,561981.2063,552129.2981,502548.4930,148,21,iter_limit,18,7,18818.8574,7,0.2952,0.6436,579.5513,580.4901,OK
rl1304_200.txt,rl1304,,200,50,383642.5733,339020.9275,280133.6664,140,20,iter_limit,17,7,18383.4710,7,0.5814,10.0413,704.1734,714.7962,OK
rl1304_300.txt,rl1304,,300,50,259668.4145,223532.1699,193829.9818,172,20,iter_limit,21,9,19483.6103,9,0.7735,12.9485,931.7845,945.5065,OK
u724_010.txt,u724,,10,50,184035.6194,184035.6194,181977.0453,152,6,iter_limit,13,4,1178.8223,2,0.0276,0.0120,26.8007,26.8403,OK
u724_030.txt,u724,,30,50,102488.6774,102253.2124,95661.2319,85,8,iter_limit,8,2,1518.8845,2,0.0334,0.0384,10.2210,10.2929,OK
u724_075.txt,u724,,75,50,60995.1370,59713.4583,55055.7910,116,12,iter_limit,14,4,3169.1334,4,0.0724,0.2516,39.8352,40.1592,OK
u724_125.txt,u724,,125,50,46976.5965,42838.9048,39266.0143,124,14,iter_limit,15,7,1985.9330,7,0.0977,1.4409,248.2766,249.8152,OK
u724_200.txt,u724,,200,50,38146.6850,30137.0796,28589.6510,116,11,iter_limit,14,6,782.2299,4,0.2011,4.0715,296.4176,300.6902,OK
ali535_005.txt,ali535,,5,51,11416.2670,11389.6173,9956.7698,76,5,iter_limit,5,2,28.1058,1,0.0078,0.0143,8.1500,8.1721,OK
ali535_025.txt,ali535,,25,51,3898.2145,3883.4820,3720.3291,248,7,iter_limit,25,6,44.9827,2,0.0242,0.0207,29.5491,29.5941,OK
ali535_050.txt,ali535,,50,51,2790.2902,2700.0922,2483.8625,178,14,iter_limit,20,6,69.0565,4,0.0374,0.1404,73.7498,73.9276,OK
ali535_100.txt,ali535,,100,51,1899.6720,1635.4180,1460.4534,226,16,iter_limit,28,6,50.1969,3,0.0446,0.5930,75.4619,76.0995,OK
ali535_150.txt,ali535,,150,51,1765.5871,1143.7655,1049.3659,92,12,iter_limit,11,4,34.5793,4,0.0716,2.1213,480.9020,483.0949,OK
fnl4461_0020.txt,fnl4461,,20,51,1319143.4273,1317497.3430,1284663.4980,231,26,iter_limit,25,8,5364.3194,8,3.7407,0.6945,1254.6762,1259.1114,OK
fnl4461_0100.txt,fnl4461,,100,51,576563.7659,576423.4701,554826.4910,173,27,iter_limit,21,11,5533.0367,10,5.3461,3.6673,1239.5886,1248.6021,OK
fnl4461_0250.txt,fnl4461,,250,51,363033.8067,361827.1855,342878.1866,164,23,iter_limit,20,11,15179.7063,10,7.0570,17.9742,1593.0284,1618.0597,OK
fnl4461_0500.txt,fnl4461,,500,51,252467.4184,247008.3754,229192.6174,234,47,iter_limit,29,13,12598.7578,13,10.9651,88.2625,3260.2237,3359.4514,OK
fnl4461_1000.txt,fnl4461,,1000,51,180244.2035,162530.1775,150776.0658,162,56,time_limit,20,12,4662.9538,12,29.5105,667.6960,3606.3511,4303.5576,OK
lin318_005.txt,lin318,,5,51,180282.3788,180282.3788,180281.2051,79,1,iter_limit,4,1,1.1737,1,0.0044,0.0024,10.7037,10.7105,OK
lin318_015.txt,lin318,,15,51,99992.3220,96749.2740,88901.5631,147,13,iter_limit,14,8,8870.7540,2,0.0050,0.0178,79.9349,79.9577,OK
lin318_040.txt,lin318,,40,51,58939.2587,52984.2574,48470.6155,92,11,iter_limit,11,4,996.1588,4,0.0070,0.0597,32.1407,32.2075,OK
lin318_070.txt,lin318,,70,51,47239.0051,36232.6770,32501.9744,150,20,iter_limit,18,6,488.6925,3,0.0184,0.2612,48.6242,48.9039,OK
lin318_100.txt,lin318,,100,51,44941.0803,25332.4629,23042.6526,258,22,iter_limit,32,14,1005.7229,3,0.0325,0.4788,848.7658,849.2772,OK
p3038_1000.dat,p3038,,1000,51,113136.1376,95318.3903,86877.1842,238,69,time_limit,29,19,4576.0987,15,19.8111,413.6965,3604.4485,4037.9562,OK
p3038_600.dat,p3038,,600,51,144923.0702,134037.4258,124247.7527,228,39,iter_limit,28,13,6593.3709,12,5.8828,126.8859,2296.8912,2429.6600,OK
p3038_700.dat,p3038,,700,51,132472.6708,120671.5132,112305.6132,180,40,iter_limit,22,14,5383.5726,13,7.8398,167.7802,2237.5269,2413.1469,OK
p3038_800.dat,p3038,,800,51,125859.8056,110945.7952,101967.5176,271,46,time_limit,33,19,5491.9836,15,12.0168,250.3180,3608.7593,3871.0942,OK
p3038_900.dat,p3038,,900,51,114972.2209,101985.5418,94042.7936,246,55,time_limit,30,16,4698.9935,15,14.9496,342.6643,3605.0854,3962.6994,OK
pr2392_020.txt,pr2392,,20,51,2298661.1526,2298262.4849,2230379.8644,213,14,iter_limit,23,3,8492.9902,3,0.6527,0.6993,503.3305,504.6826,OK
pr2392_075.txt,pr2392,,75,51,1152106.3333,1138756.4426,1105659.8781,172,12,iter_limit,21,7,29864.3032,7,0.7606,0.7818,351.6879,353.2304,OK
pr2392_150.txt,pr2392,,150,51,794257.5745,782380.5984,714303.6700,172,14,iter_limit,21,7,45799.5309,7,1.0270,3.1415,620.4415,624.6102,OK
pr2392_300.txt,pr2392,,300,51,518140.6735,499616.3515,464008.0774,276,27,iter_limit,34,13,25753.7267,12,1.8237,18.4190,2002.6062,2022.8489,OK
pr2392_500.txt,pr2392,,500,51,368774.8618,350183.2792,319057.9919,284,37,iter_limit,35,16,24276.4811,16,3.0847,37.3899,2585.2934,2625.7681,OK
rl1304_010.txt,rl1304,,10,51,2237874.4028,2223663.9366,2147907.5339,164,27,iter_limit,15,8,867.5906,5,0.1705,0.3731,116.8272,117.3708,OK
rl1304_050.txt,rl1304,,50,51,864953.6248,858942.3179,812710.0505,166,11,iter_limit,18,5,9934.6545,5,0.2013,0.2583,132.2923,132.7520,OK
rl1304_100.txt,rl1304,,100,51,553858.0228,539363.2765,506312.4344,189,19,iter_limit,23,9,17425.2755,8,0.2263,0.7883,631.3945,632.4090,OK
rl1304_200.txt,rl1304,,200,51,372768.6045,337035.6249,279485.5365,180,25,iter_limit,22,13,23089.3956,12,0.5015,4.9577,798.7893,804.2486,OK
rl1304_300.txt,rl1304,,300,51,270714.9526,216151.3336,194627.7986,148,24,iter_limit,18,10,12222.9628,10,0.6464,18.0783,761.9692,780.6940,OK
u724_010.txt,u724,,10,51,190866.3471,190456.7986,181885.5975,141,8,iter_limit,14,4,690.1002,3,0.0241,0.0243,22.9876,23.0359,OK
u724_030.txt,u724,,30,51,101606.3127,99124.6369,95419.0935,135,14,iter_limit,14,4,697.8467,4,0.0440,0.0442,20.0103,20.0986,OK
u724_075.txt,u724,,75,51,64259.5685,60727.7647,55523.8841,174,12,iter_limit,21,3,1486.6469,3,0.0816,0.3646,445.8342,446.2804,OK
u724_125.txt,u724,,125,51,47205.0274,43925.0979,39238.4379,100,13,iter_limit,12,3,2416.1342,3,0.1131,1.1738,90.1225,91.4095,OK
u724_200.txt,u724,,200,51,35699.9306,30674.2641,28613.7274,128,21,iter_limit,16,5,1244.6833,5,0.1984,3.9639,339.1411,343.3034,OK
